0,1,2
-0.9812827723844706,-0.0018843782960240585,-0.7732326201303297
-0.900051963644739,0.37081518848618344,-0.02602386356853925
0.7953144528865392,0.29490414148653255,0.7939262455819933
0.44226985832937094,0.6627068415523796,0.6551361376436096
0.667159168116281,0.9140886713256109,-0.2639111259900224
-0.010324740229424645,-0.3209810508250184,0.2388586524899805
0.9550592768425705,-0.8071338447240566,0.48841242450923095
-0.41500105180923663,-0.40264929807009553,0.5049469453797155
-0.9626725445898494,0.04747487196985478,0.7288716944007378
-0.22231431947204472,-0.5756163010662183,-0.04963859147831684
0.1293448359304854,-0.30114140800648936,0.9518172538951202
-0.9243599126540616,0.5885393727349957,-0.28423479538993335
0.49592790572356527,0.8290186133404354,-0.2546751522154149
0.929766946494542,-0.8372284537200345,-0.9150980178838926
-0.4064079341279203,-0.27259274920405163,-0.019489648968041395
0.3370374757351893,0.34682925903653805,0.14420128032368895
-0.8388155141693514,0.7966625285318862,-0.923222945602989
0.5643888413841232,-0.9266872866738036,-0.46563230490051155
-0.5895523092383266,-0.48221114208183957,0.8652305757607814
-0.9837501763232825,-0.1930536367575455,0.7882044202501945
-0.5915819451906292,-0.9564479713661858,0.39433423990089866
-0.6179533080780462,0.09286597527506002,0.2064504015473938
0.9775877156619779,-0.8151078957896019,-0.871425359960214
0.9759039863243213,-0.09578396049201521,0.707822383907704
-0.19710986056196766,-0.22358711341703197,0.7688148762339728
0.3039457629897886,0.5535980854994746,-0.8073406711605611
0.9323241024145168,-0.355471926742815,-0.4136633352494723
0.40325960787472326,-0.2834446718475523,-0.6836580430143948
-0.9835387824573361,0.6599900046025187,0.25289029353801795
0.7428765476847894,0.25181463742026056,-0.7387245966781633
-0.09513982140599686,-0.6112506171037866,0.8897264344907927
-0.16403891176273788,-0.8420705967279398,0.7327691114871486
0.37299675261725307,-0.9604768141318019,-0.8510771268889095
-0.9493264669552872,-0.10218237373223071,0.019184270544790438
0.5490003298824564,-0.43037250864994747,-0.8432900100505678
0.8311042530912327,0.28596172793590147,0.6343615029874878
0.2732863836754724,0.5425712426065896,-0.5895708877151675
0.4963119593051222,-0.6685596196445922,-0.44353556875332245
-0.23073520318588958,-0.49782525603774275,-0.5175050587274177
0.6829354036330839,-0.9581369041710861,0.7898369996116936
-0.12774034106279641,-0.4680404311620181,0.8104883433098047
0.11963102306220419,-0.7819376384586685,0.4030270096843074
0.6454223916609583,0.47701248732361834,0.9757879990698504
-0.6816390982242548,0.976159469061957,0.45256996050308884
0.20018792126020868,-0.6832709975381366,-0.8533310555654479
-0.564821207896353,-0.3914355721225218,0.6140511737658743
-0.26987313234455557,0.7375230095573837,-0.7941763768898744
-0.03889746351477252,-0.4921402899262235,-0.08603188965560671
-0.06492753114648941,-0.34358637904001,-0.9917502234988149
-0.8218472988144772,-0.4952951182454186,0.3906182344569671
-0.041832450727583126,0.9612312121005679,-0.8071936042691634
-0.7937994188754192,0.2578452680319314,0.875485954289364
0.6454510505974831,0.8396227278289035,-0.5481713500707677
0.8076185236516105,-0.5547995252183606,-0.0974806180651
0.4641150948519501,-0.7885739276223105,0.15864573161456264
-0.14767522904682528,-0.8394821767846483,-0.40173397841472114
-0.26778095171406235,-0.18681885872353088,0.8340721696795794
0.9998961146668832,-0.5121545451008584,0.925333557377106
0.4620477105285432,-0.4475718979216272,-0.3106261905700689
0.5877626810247312,0.6550644646557375,0.8739723314056453
0.22265628793116243,-0.06475283790721575,-0.20595780660793706
0.2116296043974768,0.4959451283670957,0.9964195036497332
-0.8512572995255536,-0.6378371408476278,-0.5124918417121145
0.8605907881014667,0.8147666172155272,0.5830528383085036
0.07430033278233905,0.5831023668177631,-0.7940242782556153
0.19510242187289717,-0.5177785706593641,-0.9240458432560437
0.8325134796695128,-0.8089033497228002,0.3280564572351994
-0.36063590364237075,0.3703507489392912,0.03776498924404326
0.9042938139016097,0.008699469621502143,-0.5695609673872875
0.999537728315331,-0.5502673968547533,0.3614387880211156
-0.5250259415202518,0.9949517352426844,-0.5750174323597221
0.1334752158576531,0.6159999302954475,0.28741054844803515
-0.7437528150280062,-0.865081693267346,0.7996761897905469
-0.9215676732062259,0.9779138945298778,-0.3883656699251974
0.43668627855768216,0.14744663678095105,-0.3376845810739919
0.08636746167428977,0.9362351965387117,0.4257324577996602
-0.6944507689794748,0.8651620871986958,0.4167773964737007
0.7955674412331906,-0.30098947820362,0.09067369635916145
0.40222379978783884,0.05546888504482439,-0.7830316215148494
-0.5099701215134669,0.6613048960204788,0.09721939422872494
-0.8854808018451741,-0.1365636141345259,-0.482901532130003
