FIPS,County,State,2012,2013,2014,2015
15901,Maui + Kalawao,HI,5885974,5919628,6048569,6251209
16001,Ada,ID,20515186,21725941,22574766,22865665
16003,Adams,ID,87021,91711,96183,98278
16005,Bannock,ID,2487823,2478679,2627456,2737488
16007,Bear Lake,ID,142492,144270,142466,149258
16009,Benewah,ID,258361,257424,258163,261456
16011,Bingham,ID,1245117,1243519,1238930,1236588
16013,Blaine,ID,1334089,1351795,1402494,1416236
16015,Boise,ID,105000,105456,104061,109130
16017,Bonner,ID,1187630,1219866,1223493,1235729
16019,Bonneville,ID,3927849,4020984,4154393,4425773
16021,Boundary,ID,269976,265104,264116,280769
16023,Butte,ID,970676,867145,826932,750791
16025,Camas,ID,42816,44595,53455,47070
16027,Canyon,ID,4240971,4403730,4457300,4632281
16029,Caribou,ID,446343,449196,369148,431190
16031,Cassia,ID,1082199,1105131,1176269,1214249
16033,Clark,ID,43148,48001,55098,54349
16035,Clearwater,ID,347734,351513,327991,312426
16037,Custer,ID,155183,170791,176048,126521
16039,Elmore,ID,909575,950143,944012,1016440
16041,Franklin,ID,230003,235438,241721,249748
16043,Fremont (includes Yellowstone Park),ID,266915,281119,273373,278201
16045,Gem,ID,261485,270955,266175,276255
16047,Gooding,ID,731656,707468,723500,746255
16049,Idaho,ID,370552,377482,395339,405453
16051,Jefferson,ID,493363,489045,490080,515538
16053,Jerome,ID,893781,894447,946558,968216
16055,Kootenai,ID,4622034,4733277,4747996,5022996
16057,Latah,ID,1042738,1093654,1088637,1118380
16059,Lemhi,ID,185045,182657,185848,183062
16061,Lewis,ID,137026,138526,143725,151549
16063,Lincoln,ID,162037,165844,181482,197575
16065,Madison,ID,921292,942136,985356,1040589
16067,Minidoka,ID,618332,687534,736738,783822
16069,Nez Perce,ID,1633918,1643627,1640608,1701873
16071,Oneida,ID,81944,90263,98639,98567
16073,Owyhee,ID,276405,293904,311547,318133
16075,Payette,ID,601368,691928,695500,787963
16077,Power,ID,413264,468465,493423,541139
16079,Shoshone,ID,441927,461979,497873,473448
16081,Teton,ID,270700,264877,291694,292430
16083,Twin Falls,ID,2559983,2693963,2727683,2886102
16085,Valley,ID,372233,372878,383910,371885
16087,Washington,ID,377176,355563,352803,336614
17001,Adams,IL,3087705,2982501,2894312,2830820
17003,Alexander,IL,137150,142881,132681,127381
17005,Bond,IL,442333,471888,469181,456041
17007,Boone,IL,1347656,1405927,1359971,1369405
17009,Brown,IL,324599,343495,336877,331025
17011,Bureau,IL,1112481,1244563,1231151,1139954
17013,Calhoun,IL,67601,77012,69398,61814
17015,Carroll,IL,460533,509562,462383,420220
17017,Cass,IL,500023,556166,529957,509960
17019,Champaign,IL,9619440,9788132,9724580,9710043
17021,Christian,IL,1204840,1285330,1269448,1158762
17023,Clark,IL,414492,472606,424793,410187
17025,Clay,IL,532417,543639,549962,516554
17027,Clinton,IL,876316,965762,973598,985782
17029,Coles,IL,1869534,1972858,1964718,1995832
17031,Cook,IL,352175982,349766381,350385001,355313637
17033,Crawford,IL,1735056,2228076,2938254,2406234
17035,Cumberland,IL,221220,237297,226895,221096
17037,DeKalb,IL,3350563,3441437,3316801,3343378
17039,De Witt,IL,605073,635016,618616,609781
17041,Douglas,IL,752734,832884,816803,805479
17043,DuPage,IL,77317240,77342142,78454053,82314554
17045,Edgar,IL,637587,715823,665304,621755
17047,Edwards,IL,246644,239662,232801,221239
17049,Effingham,IL,1634403,1740887,1762678,1741889
17051,Fayette,IL,431259,484420,473012,476949
17053,Ford,IL,462068,504551,471949,438072
17055,Franklin,IL,789989,765050,732938,704269
17057,Fulton,IL,806162,845212,785657,734974
17059,Gallatin,IL,178794,227357,199050,186469
17061,Greene,IL,269272,309222,271700,236495
17063,Grundy,IL,3029930,2800189,2765982,2793958
17065,Hamilton,IL,149519,191692,225745,220610
17067,Hancock,IL,406602,506051,459910,431176
17069,Hardin,IL,88875,101469,99643,81182
17071,Henderson,IL,130847,165254,141777,121677
17073,Henry,IL,1263882,1396366,1398946,1365452
17075,Iroquois,IL,843193,993722,932032,852505
17077,Jackson,IL,2376037,2336846,2455117,2424261
17079,Jasper,IL,521752,622479,592291,479784
17081,Jefferson,IL,1662704,1506994,1451517,1455859
17083,Jersey,IL,379421,408244,403956,424372
17085,Jo Daviess,IL,742608,774933,782837,778625
17087,Johnson,IL,200118,214534,212112,204498
17089,Kane,IL,19740673,22387898,22754658,22814260
17091,Kankakee,IL,4066623,3974504,3885126,3861672
17093,Kendall,IL,2522487,2444319,2435572,2593569
17095,Knox,IL,1809613,1908523,1838529,1746353
17097,Lake,IL,52674944,54696021,57915401,60419332
17099,LaSalle,IL,5004746,5061018,5199009,5109169
17101,Lawrence,IL,450829,427904,435168,427897
17103,Lee,IL,1186717,1380339,1415406,1391316
17105,Livingston,IL,1402025,1531336,1496690,1415804
17107,Logan,IL,873745,920380,888139,856299
17109,McDonough,IL,1117091,1165779,1130130,1067789
17111,McHenry,IL,9128138,9153529,9284128,9114277
17113,McLean,IL,10594254,10779509,11646047,11913217
17115,Macon,IL,6377758,6120550,6142874,5970073
17117,Macoupin,IL,915726,984224,938703,894973
17119,Madison,IL,9731724,9693256,10189487,9719458
17121,Marion,IL,1141861,1161510,1125592,1064684
17123,Marshall,IL,345707,363698,355873,329091
17125,Mason,IL,460354,525025,488872,420895
17127,Massac,IL,743321,730903,746274,652556
17129,Menard,IL,204135,220045,219324,188956
17131,Mercer,IL,310594,356992,314779,328771
17133,Monroe,IL,743514,831787,822028,827195
17135,Montgomery,IL,1088618,1144591,1096204,1008626
17137,Morgan,IL,1197486,1267067,1269367,1221353
17139,Moultrie,IL,891852,894972,1020190,802295
17141,Ogle,IL,2565998,2693484,2679281,2665678
17143,Peoria,IL,11891836,10944163,10832721,10932846
17145,Perry,IL,553011,556148,593215,581830
17147,Piatt,IL,364089,422095,396473,376827
17149,Pike,IL,381273,501059,515643,509733
17151,Pope,IL,65382,71141,59166,49328
17153,Pulaski,IL,179352,188335,187883,180931
17155,Putnam,IL,321069,298072,291574,281451
17157,Randolph,IL,1475616,1537677,1476785,1434808
17159,Richland,IL,493637,510381,493314,478865
17161,Rock Island,IL,9959074,9769058,10192878,10190762
17163,St. Clair,IL,9808778,9576452,9673139,9358250
17165,Saline,IL,1030142,1029807,929831,849369
17167,Sangamon,IL,9284597,9555516,9731076,9724366
17169,Schuyler,IL,253873,269070,238341,217172
17171,Scott,IL,112770,136466,120380,99587
17173,Shelby,IL,498112,526196,472913,448406
17175,Stark,IL,182996,216766,202997,218214
17177,Stephenson,IL,1854813,1976350,1974632,1852971
17179,Tazewell,IL,12567306,11051979,11799396,10220732
17181,Union,IL,352888,358555,345353,329998
17183,Vermilion,IL,2646468,2805195,2890613,2814908
17185,Wabash,IL,287536,287611,278178,260117
17187,Warren,IL,556250,641627,626768,616792
17189,Washington,IL,638948,613474,611275,620364
17191,Wayne,IL,424654,455655,427201,390321
17193,White,IL,515700,559379,530905,503649
17195,Whiteside,IL,2230495,2170846,2020593,1947759
17197,Will,IL,23322081,24144995,25992764,26698182
17199,Williamson,IL,2416626,2395546,2425529,2401998
17201,Winnebago,IL,12387187,12142607,12602287,12432808
17203,Woodford,IL,948580,1025399,1042413,959246
18001,Adams,IN,1112408,1235257,1193857,1205122
18003,Allen,IN,17062793,16694749,17885393,18353647
18005,Bartholomew,IN,6015462,6116947,6053412,6150646
18007,Benton,IN,326956,390186,370985,374459
18009,Blackford,IN,233244,244193,249637,249957
18011,Boone,IN,2270432,2364887,2426986,2531061
18013,Brown,IN,210668,210051,206960,207560
18015,Carroll,IN,486331,502693,478089,473147
18017,Cass,IN,1107690,1152150,1154507,1106655
18019,Clark,IN,3905610,3925659,4001171,3912987
18021,Clay,IN,532899,570096,555234,570647
18023,Clinton,IN,1037865,1079799,1056253,1002718
18025,Crawford,IN,212532,205571,215065,214499
18027,Daviess,IN,939563,990971,982497,969437
18029,Dearborn,IN,1593957,1346567,1423289,1527437
18031,Decatur,IN,1348787,1354536,1335835,1288629
18033,DeKalb,IN,1998794,2153712,2183650,2307236
18035,Delaware,IN,3665888,3681596,3782518,3865008
18037,Dubois,IN,2151112,2243684,2341947,2305309
18039,Elkhart,IN,9095843,9402076,9709342,9709406
18041,Fayette,IN,488286,475255,467901,488518
18043,Floyd,IN,2237372,2316379,2423875,2468755
18045,Fountain,IN,513414,526275,485518,488082
18047,Franklin,IN,404552,411038,438240,411606
18049,Fulton,IN,575436,611842,602805,617560
18051,Gibson,IN,2573386,2692870,2703870,2611455
18053,Grant,IN,2465222,2437717,3004730,3225306
18055,Greene,IN,487032,510809,552653,514752
18057,Hamilton,IN,14749743,14339770,16135772,16331112
18059,Hancock,IN,2010306,1976418,1956318,2067547
18061,Harrison,IN,846605,847263,845686,833259
18063,Hendricks,IN,4738470,4984604,5506502,5725389
18065,Henry,IN,910969,934123,955183,956000
18067,Howard,IN,4392839,4923503,5326707,5348118
18069,Huntington,IN,1150254,1200431,1211857,1212567
18071,Jackson,IN,1856916,1907436,1876581,2166119
18073,Jasper,IN,1256852,1411421,1361573,1274709
18075,Jay,IN,723583,778087,724686,687413
18077,Jefferson,IN,1242686,1262976,1302304,1337617
18079,Jennings,IN,564360,571486,569120,612085
18081,Johnson,IN,3942772,3884595,4006164,4192069
18083,Knox,IN,1580320,1643648,1688927,1722614
18085,Kosciusko,IN,4526907,4028991,4284386,4384213
18087,Lagrange,IN,927891,994752,1003031,990321
18089,Lake,IN,21592154,22037655,22597883,21730664
18091,LaPorte,IN,3798646,3863552,3842543,3700494
18093,Lawrence,IN,968704,1115417,1213843,1323353
18095,Madison,IN,3041373,3021258,3073010,3034586
18097,Marion,IN,81150830,84974590,85892371,82303588
18099,Marshall,IN,1402827,1488113,1575200,1561863
18101,Martin,IN,870003,830053,865239,991737
18103,Miami,IN,741633,778707,743865,747982
18105,Monroe,IN,5359149,5451783,5714127,5743554
18107,Montgomery,IN,1361394,1451193,1421031,1461590
18109,Morgan,IN,1270110,1263032,1300092,1298328
18111,Newton,IN,358599,391138,395793,407252
18113,Noble,IN,1527937,1567052,1636305,1615667
18115,Ohio,IN,115850,74676,75360,75570
18117,Orange,IN,581462,582708,584645,586318
18119,Owen,IN,392248,345971,364049,377874
18121,Parke,IN,233686,249316,249600,244317
18123,Perry,IN,595418,606501,588385,620907
18125,Pike,IN,793569,921583,901114,719601
18127,Porter,IN,5883797,5886207,5755246,5874672
18129,Posey,IN,2047514,1769141,2406196,2199503
18131,Pulaski,IN,501225,503663,496052,494225
18133,Putnam,IN,840105,871764,877472,891233
18135,Randolph,IN,667966,717886,690252,680706
18137,Ripley,IN,1061248,1042056,1101501,1208891
18139,Rush,IN,420490,462078,457296,450821
18141,St. Joseph,IN,11789460,11691399,12048176,11629104
18143,Scott,IN,525240,496669,500210,501243
18145,Shelby,IN,1535550,1669362,1754529,1860182
18147,Spencer,IN,1357983,1278148,1244049,1099924
18149,Starke,IN,330007,367084,373572,368342
18151,Steuben,IN,1121927,1132316,1183219,1235612
18153,Sullivan,IN,895277,987885,987390,877999
18155,Switzerland,IN,231152,191950,186232,179677
18157,Tippecanoe,IN,7531123,7454442,7756329,7841538
18159,Tipton,IN,376815,434101,455797,470406
18161,Union,IN,117264,122852,114645,109540
18163,Vanderburgh,IN,10386616,10540791,10949225,10866085
18165,Vermillion,IN,718900,789870,699378,662959
18167,Vigo,IN,4089053,4132053,4161959,4269676
18169,Wabash,IN,923558,990093,1019041,973952
18171,Warren,IN,201679,219513,224300,231068
18173,Warrick,IN,1869702,1888016,1836676,1864632
18175,Washington,IN,499900,542040,521888,522764
18177,Wayne,IN,2330837,2364707,2405659,2403399
18179,Wells,IN,947846,996094,915607,911637
18181,White,IN,772174,832895,861148,860356
18183,Whitley,IN,947733,987492,1011769,1083091
19001,Adair,IA,299503,337589,322251,328210
19003,Adams,IA,167870,153416,178923,223981
19005,Allamakee,IA,498401,464181,467963,444637
19007,Appanoose,IA,320202,308244,315321,314498
19009,Audubon,IA,221708,234781,247906,239127
19011,Benton,IA,604897,623195,617099,617530
19013,Black Hawk,IA,8159572,7216922,8093107,7618129
19015,Boone,IA,910602,949319,972116,941789
19017,Bremer,IA,1002733,987910,1091075,1093701
19019,Buchanan,IA,610956,613922,620353,602945
19021,Buena Vista,IA,1088226,1090147,1032709,1015752
19023,Butler,IA,456106,465651,492654,495848
19025,Calhoun,IA,335853,343022,334787,336415
19027,Carroll,IA,1075166,1135015,1156499,1225924
19029,Cass,IA,561049,585056,605659,618722
19031,Cedar,IA,516865,536505,528523,524204
19033,Cerro Gordo,IA,2027631,2002232,1980076,2000548
19035,Cherokee,IA,542259,626761,683900,697186
19037,Chickasaw,IA,500923,539635,564909,581225
19039,Clarke,IA,333218,350911,357550,383972
19041,Clay,IA,849521,890178,811795,790346
19043,Clayton,IA,611309,642332,674806,683314
19045,Clinton,IA,2017087,2176894,2204819,2234207
19047,Crawford,IA,695353,736646,704251,688307
19049,Dallas,IA,4111570,4052774,4750146,5235828
19051,Davis,IA,178091,185395,188812,194638
19053,Decatur,IA,170590,163649,171095,179743
19055,Delaware,IA,689563,751772,745651,730198
19057,Des Moines,IA,1726603,1819988,1930450,2001736
19059,Dickinson,IA,832985,770387,791264,822271
19061,Dubuque,IA,5087690,4886742,5015258,5187629
19063,Emmet,IA,426276,407032,415293,395836
19065,Fayette,IA,661147,662922,666578,645944
19067,Floyd,IA,543824,640615,643227,617853
19069,Franklin,IA,503780,533987,570636,545655
19071,Fremont,IA,297098,281905,274811,258120
19073,Greene,IA,409084,427345,427262,415895
19075,Grundy,IA,457183,457330,469470,489436
19077,Guthrie,IA,384740,403572,393522,374642
19079,Hamilton,IA,613676,659471,640125,640288
19081,Hancock,IA,747936,747101,763715,717658
19083,Hardin,IA,781122,803067,797380,793382
19085,Harrison,IA,442706,463667,496335,498563
19087,Henry,IA,759063,762291,755876,750560
19089,Howard,IA,395611,405324,394330,379002
19091,Humboldt,IA,385897,393760,403644,392165
19093,Ida,IA,387856,400095,398750,388312
19095,Iowa,IA,838928,842877,809054,781418
19097,Jackson,IA,494506,500535,510226,507856
19099,Jasper,IA,955204,937123,952407,904212
19101,Jefferson,IA,595037,597033,595489,606344
19103,Johnson,IA,7620367,8036226,8407101,8474956
19105,Jones,IA,558583,569657,584374,568186
19107,Keokuk,IA,252657,260073,257594,245044
19109,Kossuth,IA,840389,907577,992555,1045195
19111,Lee,IA,1593636,1651689,1755235,1779533
19113,Linn,IA,16089378,15265933,15996000,16451884
19115,Louisa,IA,560733,526972,495165,433691
19117,Lucas,IA,245219,253288,251089,246473
19119,Lyon,IA,631009,757706,844997,926002
19121,Madison,IA,308083,310244,314744,327478
19123,Mahaska,IA,709971,739321,719689,741164
19125,Marion,IA,1386888,1366557,1416248,1443902
19127,Marshall,IA,1641025,1591421,1589648,1587657
19129,Mills,IA,397547,398721,417781,455139
19131,Mitchell,IA,450743,478360,496147,494402
19133,Monona,IA,255291,258656,257280,252276
19135,Monroe,IA,352007,360881,371808,397579
19137,Montgomery,IA,353770,373486,378350,387386
19139,Muscatine,IA,2160047,2292237,2316059,2274666
19141,O'Brien,IA,623605,679212,692679,722367
19143,Osceola,IA,323584,356168,356103,360476
19145,Page,IA,505266,525074,534688,496858
19147,Palo Alto,IA,434695,464540,461526,461471
19149,Plymouth,IA,1118006,1207629,1202739,1211601
19151,Pocahontas,IA,386577,403291,435278,409178
19153,Polk,IA,34898626,33973186,37261973,39389224
19155,Pottawattamie,IA,3856740,3998203,4144461,4324018
19157,Poweshiek,IA,923779,925874,977589,1019631
19159,Ringgold,IA,136963,149551,145617,147847
19161,Sac,IA,433627,446907,436210,438200
19163,Scott,IA,8227475,7957507,8306401,8240333
19165,Shelby,IA,679655,681191,816948,799365
19167,Sioux,IA,1969452,2105889,2192026,2298140
19169,Story,IA,4268295,4649379,4931723,4898436
19171,Tama,IA,464350,477461,464940,477284
19173,Taylor,IA,191848,196303,189067,178773
19175,Union,IA,524549,528219,536240,534101
19177,Van Buren,IA,224716,206188,226300,213168
19179,Wapello,IA,1380815,1366691,1378310,1457463
19181,Warren,IA,876292,843327,875313,872691
19183,Washington,IA,858278,893799,934760,947865
19185,Wayne,IA,181310,181967,181550,178845
19187,Webster,IA,2187664,2136398,1925928,2043181
19189,Winnebago,IA,416362,434162,437414,431955
19191,Winneshiek,IA,831578,827412,831977,848883
19193,Woodbury,IA,4716108,4698075,4814825,4950488
19195,Worth,IA,276394,328621,388832,380351
19197,Wright,IA,642063,623781,735093,717770
20001,Allen,KS,464993,455970,428437,421319
20003,Anderson,KS,184893,189806,178815,177944
20005,Atchison,KS,462352,437442,458188,465193
20007,Barber,KS,190275,210829,195906,184514
20009,Barton,KS,1214307,1201331,1263241,1207594
20011,Bourbon,KS,454606,471245,471967,478531
20013,Brown,KS,407244,437567,420266,405237
20015,Butler,KS,1538291,1599391,1545827,1579974
20017,Chase,KS,96755,94967,101718,104180
20019,Chautauqua,KS,72401,76785,78318,74967
20021,Cherokee,KS,470721,457545,441443,438633
20023,Cheyenne,KS,96110,112485,102671,105128
20025,Clark,KS,82447,91103,80904,73127
20027,Clay,KS,239645,253759,241168,232888
20029,Cloud,KS,376928,306907,299504,297386
20031,Coffey,KS,781872,750042,746161,728911
20033,Comanche,KS,52009,58151,58989,54040
20035,Cowley,KS,1079168,1020370,1017949,1005200
20037,Crawford,KS,1270200,1234862,1216880,1223149
20039,Decatur,KS,94201,102741,101568,98910
20041,Dickinson,KS,581520,600605,585035,571774
20043,Doniphan,KS,201829,207283,197121,186220
20045,Douglas,KS,3970883,4047613,4143378,4198350
20047,Edwards,KS,129835,140175,136089,146759
20049,Elk,KS,97034,103954,94002,89228
20051,Ellis,KS,1303196,1419781,1517371,1563481
20053,Ellsworth,KS,216102,258060,256571,246075
20055,Finney,KS,1759326,1840452,1790464,1766504
20057,Ford,KS,1586993,1537534,1470947,1479926
20059,Franklin,KS,804667,820492,808588,803033
20061,Geary,KS,3085606,2903599,2885420,2969662
20063,Gove,KS,185780,198047,183813,215385
20065,Graham,KS,92865,112025,115545,107810
20067,Grant,KS,571311,663341,563290,596843
20069,Gray,KS,490752,535816,447816,432125
20071,Greeley,KS,79082,84232,74845,71857
20073,Greenwood,KS,142855,154419,147340,138792
20075,Hamilton,KS,166059,171369,142516,138916
20077,Harper,KS,296881,372642,352518,347665
20079,Harvey,KS,1018359,1112220,1098908,1086587
20081,Haskell,KS,400675,486500,409958,414700
20083,Hodgeman,KS,86880,107561,96732,95197
20085,Jackson,KS,268583,296858,284176,293230
20087,Jefferson,KS,269697,290807,289324,298111
20089,Jewell,KS,93955,111945,99749,100335
20091,Johnson,KS,39510379,40861732,41994254,42093923
20093,Kearny,KS,181866,229363,185819,184739
20095,Kingman,KS,243079,255190,227002,222777
20097,Kiowa,KS,108263,133856,122237,134729
20099,Labette,KS,713996,737160,751499,762541
20101,Lane,KS,105774,126320,112350,105218
20103,Leavenworth,KS,2564428,2539740,2594055,2662259
20105,Lincoln,KS,117523,124073,115862,109725
20107,Linn,KS,582393,521158,508209,474549
20109,Logan,KS,113219,120938,112239,107798
20111,Lyon,KS,1201290,1165428,1172200,1158891
20113,McPherson,KS,1404845,1369258,1295565,1343427
20115,Marion,KS,328924,338150,284921,285736
20117,Marshall,KS,619559,573139,514709,476579
20119,Meade,KS,184396,241483,225952,236445
20121,Miami,KS,659740,676987,670763,691636
20123,Mitchell,KS,272867,308478,289199,274417
20125,Montgomery,KS,1313619,1287058,1256317,1169518
20127,Morris,KS,136957,146263,146743,145942
20129,Morton,KS,142402,153505,149510,135470
20131,Nemaha,KS,418814,468106,474285,483461
20133,Neosho,KS,489917,478226,442312,417509
20135,Ness,KS,126363,133708,138025,121068
20137,Norton,KS,219896,248699,237834,231833
20139,Osage,KS,213512,229521,214409,206819
20141,Osborne,KS,125165,122584,113765,110061
20143,Ottawa,KS,114785,130716,119737,119380
20145,Pawnee,KS,300065,323346,281879,262958
20147,Phillips,KS,224289,270194,257420,273945
20149,Pottawatomie,KS,1233942,1294570,1193515,1233490
20151,Pratt,KS,436411,475495,466244,439999
20153,Rawlins,KS,108699,117760,114170,116894
20155,Reno,KS,1976522,2089551,2100157,2085597
20157,Republic,KS,178313,197994,174589,168006
20159,Rice,KS,365248,390400,357522,370657
20161,Riley,KS,2364084,2370507,2400547,2404952
20163,Rooks,KS,186214,199449,200147,184370
20165,Rush,KS,118279,124407,116164,109021
20167,Russell,KS,264491,295539,287194,288169
20169,Saline,KS,2339010,2338710,2406388,2464527
20171,Scott,KS,398786,459512,361851,326157
20173,Sedgwick,KS,25498577,23627772,24877336,26029309
20175,Seward,KS,1107594,1173859,1257707,1221947
20177,Shawnee,KS,8879036,8591934,8447919,8344022
20179,Sheridan,KS,165339,199618,169253,183291
20181,Sherman,KS,235359,259002,247000,243389
20183,Smith,KS,127830,139632,131874,125180
20185,Stafford,KS,169952,177769,167186,162466
20187,Stanton,KS,120378,141817,121758,131124
20189,Stevens,KS,233596,326134,288826,270888
20191,Sumner,KS,608166,606173,601533,613660
20193,Thomas,KS,389267,423266,393868,395197
20195,Trego,KS,110206,115205,119982,112393
20197,Wabaunsee,KS,112332,122236,119658,124943
20199,Wallace,KS,69419,81774,76920,76591
20201,Washington,KS,177496,198010,169924,167601
20203,Wichita,KS,191925,237608,206205,205244
20205,Wilson,KS,273463,254765,254602,254397
20207,Woodson,KS,66867,70871,64282,63318
20209,Wyandotte,KS,11702529,10931639,12632779,13363134
21001,Adair,KY,329008,341666,323692,330281
21003,Allen,KY,341657,438431,405636,367786
21005,Anderson,KY,428193,444072,414524,402408
21007,Ballard,KY,282493,266411,266531,252108
21009,Barren,KY,1317471,1261823,1214312,1153252
21011,Bath,KY,121554,131689,126748,131427
21013,Bell,KY,741400,710409,660520,592097
21015,Boone,KY,7591595,7516378,7411559,7515562
21017,Bourbon,KY,652010,650326,616665,580805
21019,Boyd,KY,3827203,4800138,4202264,4053516
21021,Boyle,KY,1091745,1056046,1012082,1030486
21023,Bracken,KY,109960,104704,105054,100652
21025,Breathitt,KY,219384,216521,203692,198438
21027,Breckinridge,KY,307274,342795,325469,334916
21029,Bullitt,KY,1765872,1866296,1842695,1900318
21031,Butler,KY,239617,274120,259478,304985
21033,Caldwell,KY,293795,304362,291661,292557
21035,Calloway,KY,1188368,1189870,1183178,1167327
21037,Campbell,KY,2619070,2592551,2604892,2519663
21039,Carlisle,KY,147992,161327,169647,167548
21041,Carroll,KY,981719,1100086,1035028,1008931
21043,Carter,KY,422820,418593,397027,383767
21045,Casey,KY,242439,254899,252979,263986
21047,Christian,KY,5840117,5678318,5600973,5544119
21049,Clark,KY,1120736,1140066,1120239,1111840
21051,Clay,KY,291993,282455,287102,283574
21053,Clinton,KY,274153,290135,267175,257941
21055,Crittenden,KY,148250,166988,167998,177256
21057,Cumberland,KY,110017,114204,108343,114576
21059,Daviess,KY,4012293,4125167,4034319,3985377
21061,Edmonson,KY,114193,122532,118403,118510
21063,Elliott,KY,52964,56322,50793,56428
21065,Estill,KY,175799,169648,157128,160367
21067,Fayette,KY,18104313,18538764,18722853,19430193
21069,Fleming,KY,251852,266451,252031,254936
21071,Floyd,KY,1100991,1029203,989609,971001
21073,Franklin,KY,2893490,2905466,3585142,3973452
21075,Fulton,KY,206404,213033,205387,206876
21077,Gallatin,KY,268260,323107,355144,392058
21079,Garrard,KY,185219,198573,189137,189218
21081,Grant,KY,402925,411503,422054,457480
21083,Graves,KY,979226,1042588,981719,998208
21085,Grayson,KY,553654,571768,585072,608255
21087,Green,KY,132930,149201,141416,138350
21089,Greenup,KY,714143,719513,678893,647259
21091,Hancock,KY,723516,861035,840005,893877
21093,Hardin,KY,5146909,4996598,4808029,4679111
21095,Harlan,KY,829194,763282,705821,608490
21097,Harrison,KY,423927,411038,411520,411593
21099,Hart,KY,375181,411367,422275,434084
21101,Henderson,KY,1984167,1981934,1981452,1947974
21103,Henry,KY,297802,338147,355085,383230
21105,Hickman,KY,114859,172147,146044,161484
21107,Hopkins,KY,1654142,1650353,1625442,1576064
21109,Jackson,KY,149707,148150,141609,127966
21111,Jefferson,KY,47481141,48093356,49008767,49366058
21113,Jessamine,KY,1328016,1386683,1442485,1359574
21115,Johnson,KY,436799,432532,428159,397202
21117,Kenton,KY,6583176,6408222,6474719,6126372
21119,Knott,KY,305389,223939,215991,204996
21121,Knox,KY,546402,508494,496100,476436
21123,Larue,KY,181421,192333,182649,178765
21125,Laurel,KY,1893250,1914834,1971614,1978120
21127,Lawrence,KY,345150,336795,369613,330822
21129,Lee,KY,113249,117631,111885,112251
21131,Leslie,KY,205878,179883,136024,133052
21133,Letcher,KY,459775,365633,364078,332119
21135,Lewis,KY,146708,158097,146656,150654
21137,Lincoln,KY,361196,359183,356536,376205
21139,Livingston,KY,253769,317458,356402,385456
21141,Logan,KY,943917,1021946,1026354,1131246
21143,Lyon,KY,157885,164073,174798,164846
21145,McCracken,KY,3572186,3618408,3531218,3475795
21147,McCreary,KY,189794,189319,193331,200369
21149,McLean,KY,168659,229575,216745,248626
21151,Madison,KY,2536169,2551664,2521730,2514473
21153,Magoffin,KY,149822,147280,138819,124506
21155,Marion,KY,627368,644083,635367,631474
21157,Marshall,KY,1148308,1177848,1096732,1022909
21159,Martin,KY,371055,472513,372487,375851
21161,Mason,KY,912196,911550,941574,830348
21163,Meade,KY,405503,439973,417760,420696
21165,Menifee,KY,61018,60767,59091,58237
21167,Mercer,KY,751427,758166,787732,851342
21169,Metcalfe,KY,160576,166336,161771,161501
21171,Monroe,KY,211942,229551,214490,222780
21173,Montgomery,KY,846585,852873,857760,880307
21175,Morgan,KY,227155,233252,224863,219756
21177,Muhlenberg,KY,1396858,1401231,1451026,1337672
21179,Nelson,KY,1341935,1411079,1462447,1452138
21181,Nicholas,KY,70719,75361,74995,75085
21183,Ohio,KY,625279,665257,641288,649983
21185,Oldham,KY,1300923,1354170,1350215,1386627
21187,Owen,KY,154843,153716,165559,161168
21189,Owsley,KY,39719,41130,35932,41668
21191,Pendleton,KY,309981,330802,326993,318832
21193,Perry,KY,1266688,1208695,1174857,1124016
21195,Pike,KY,2434152,2372802,2592153,2685291
21197,Powell,KY,177213,180235,188060,196645
21199,Pulaski,KY,1887009,1914157,1925153,1954367
21201,Robertson,KY,19574,19937,17273,17082
21203,Rockcastle,KY,213584,217054,214051,210695
21205,Rowan,KY,679341,669984,632531,607835
21207,Russell,KY,471578,481917,467552,457020
21209,Scott,KY,2147424,2197814,2246982,2400143
21211,Shelby,KY,1282373,1372822,1382506,1388280
21213,Simpson,KY,764481,782508,814635,802779
21215,Spencer,KY,167960,184866,176406,187757
21217,Taylor,KY,675114,692491,709913,734301
21219,Todd,KY,244602,289512,271190,280374
21221,Trigg,KY,244265,261568,275963,272447
21223,Trimble,KY,338504,337854,325455,361801
21225,Union,KY,833350,791955,776852,627684
21227,Warren,KY,5134489,5154120,5235296,5357068
21229,Washington,KY,298903,274747,267784,272598
21231,Wayne,KY,309910,315901,310188,308301
21233,Webster,KY,549952,629169,619609,600483
21235,Whitley,KY,1038101,1125878,1280572,1546481
21237,Wolfe,KY,75947,84113,69975,72798
21239,Woodford,KY,828696,868034,804746,796835
22001,Acadia,LA,1609909,1498562,1491290,1486905
22003,Allen,LA,588186,582885,568513,565218
22005,Ascension,LA,9786048,8759877,8601173,8133167
22007,Assumption,LA,480533,525279,447066,395370
22009,Avoyelles,LA,836437,823565,802982,786298
22011,Beauregard,LA,879552,843452,799318,815508
22013,Bienville,LA,500178,462205,405812,394645
22015,Bossier,LA,4725332,4900715,5238010,5427016
22017,Caddo,LA,14431406,15036095,14771395,15273771
22019,Calcasieu,LA,12674160,11391242,11740793,12202977
22021,Caldwell,LA,171824,165770,165808,166862
